601	18704103		mitogen-activated protein kinase;phosphatase		
611	18642386		DSPG		
616	18563826	L-lactic acid;polyethylene			
623	18703100		PCR		
636	18619522		angiotensin II		
641	18675966	progesterone			
650	18684712				Smad7
656	18658095		LPA		
659	18680626			glutamine;arginine	
661	18590515		CMP		
663	18586420	PFU			
668	18602807		n-3		
669	18651191		EPA		
685	18602823	20S			PSMB5
691	18596687	cyclic adenosine monophosphate		cocaine	
692	18596687			cocaine	
698	18677561	selectin			
718	18709649				PBR
724	18657194		CAG		
746	18637708			cholesterol	
758	18637712	Ca(2			
762	18627475		PCR		
781	18635693	dopamine;serotonin			
789	18602931		P2X		
790	18586549	parkin			
794	18621373		ERK;Jun;JNK;p38;mitogen-activated protein kinase		p38MAPK
796	18690549	dicarboxylate			
799	18676199				annexin V
802	18709446	GOx;glutamic acid	CNF		
814	18670905		Lys2		
815	18650080	fir			
816	18650080		ESR;tert		
825	18693095		PAR		
828	18633707		B12		
831	18615280			anthocyanin	
851	18629637	formalin			
852	18629637	formalin			
864	18656273	MEK	ERK		
865	18656273		ET-1	stilbene	
866	18656273	cGMP			
867	18656273		kinase-A inhibitor	KT-5720	
868	18693294		ANP		
883	18594856	tyrosine	Rho		
886	18594856			actin	
887	18686047			paclitaxel	
895	18700809	pS2	DDT		
897	18639930			tiron	
898	18639930			peroxynitrite	
900	18704755		TMT		
903	18570309			phenoxypropionic acid;phosphate	
919	18656337		ERK1;Akt		
920	18656337				COX-2;MAPK
922	18656338				CDK2;CDK4
924	18656338				p27
926	18691156				membrane proteins
934	18640059	EMF			
954	18594946				transglutaminase
956	18640003		p38MAPK		
960	18670732		ESA		
964	18711746		PKC-alpha		
966	18609294	HAA			
970	18680106				RNA-binding protein
971	18680106			flavonoid	
975	18680106				RNA binding protein
979	18680106				RNA binding protein
984	18600473		B16; F10		
986	18574490			docetaxel;prednisone;mitoxantrone	
989	18709661		TLR3		
995	18642088		sst		
1010	18564281				neuropeptide
1018	18652909	retinol			
1020	18711749			nitric oxide	
1021	18711749		Ang1;CXCR4;Tie2		
1026	18711750	MEK			
1027	18708284	glucose	Ca2		
1040	18708285		EPA		
1041	18708285		EPA		
1042	18568422	guanine			
1043	18568422		RCC1		
1053	18599154		EMT		
1055	18603252			acetylcholine	
1056	18603252	co-enzyme A			
1063	18633600	N2a			
1065	18704946	5-HT			
1069	18636040				IL-6
1073	18691343		CD4		
1076	18602447				JAK2;insulin
1079	18609433	1A2			
1087	18599210		STP		
1093	18683188			oxygen	
1097	18710402		CD4		
1102	18584896	ATP	PKC	chelerythrine;5HD	
1104	18619713	dUTP			
1109	18574670		PAF;ADP;ABT;P2Y1;P2Y12;PSGL-1		
1113	18634065		Rho		
1115	18634065				actin
1118	18634065				MMP-13 ;IL-1alpha
1122	18683221	polystyrene			
1137	18704955		PEG;Lys		
1153	18633619	chloroethyl;1-nitrosourea;O (6)-methylguanine	bis		
1164	18683263		TCA;acetyl-CoA		
1167	18683263		icdA		
1175	18580872				CCK
1179	18580876		ADP		
1184	18654608		ADR		glycoprotein
1185	18654608		ADR		glycoprotein;JNK
1188	18617751		PGI	prostacyclin	
1192	18617751		PPARalpha		
1194	18615707			peptidoglycan	
1197	18698130		GAG;Ser		
1209	18703794		TH1		
1216	18607542	20S			
1229	18673089		EBD		
1236	18570695		PAH		
1244	18636241		 Ca2		
1254	18701806		HAP;amelogenin		
1256	18696104	cAMP			
1278	18704953		Cys		
1295	18703622		IGF-I receptor		
1300	18710819	HS			
1308	18674953			oxygen;Ca(2	
1312	18607689		PCI;ADP		
1321	18665051		HMGB1;RAGE		
1322	18637715		MIA		
1335	18699774		HBL		
1339	18644606	risperidone			
1341	18704001		Glu		
1344	18691715			glutathione	
1345	18691715		PCR;Gclc		luciferase
1358	18673303	AIT	MTG		
1365	18608753		ADP		
1370	18648748		DMH		
1377	18650805	heroin			
1378	18655177			malondialdehyde	
1382	18670196				glycoprotein
1385	18708158	BH3	XIAP;API		
1386	18708158		API		Bax
1387	18708158		XIAP		
1389	18652864	Phe-Gly;Leu;Ile	Tyr		neuropeptides
1390	18672928		Trp	N-acetyl-L-tryptophan ethyl ester;3-methylindole;3MI	
1393	18667202		angiotensin II		
1398	18657228		VEGF;KDR		
1403	18712272	dihexyl;1,7-diamino-4-azaheptane			
1410	18636508		cis		
1424	18618086		cholesterol		
1426	18566887	Sialic acid			
1428	18608764		MLR		
1438	18657007	SLR	CBP		
1440	18657009	streptozotocin	angiotensin		
1443	18635390	DMBA	GLN		
1460	18670892	o-diphenol			
1463	18661133		KSR;MEFs		ERK1
1466	18581264	Manganese			
1470	18677521		omcB		
1479	18640663	TMJ			
1497	18667302				concanavalin A;ConA
1505	18607918	SGC			
1523	18640717		Akt	wortmannin;LY294002	
1524	18640717		PI3K	doxorubicin;vincristine	
1525	18640717	Pgp			
1530	18677583		ERK;PI3K;RSK1		
1535	18680550	CHC			
1538	18703532		AMP		
1539	18703532		AMP	cAMP	
1540	18703532		AMP		
1550	18655070			Ca(2	
1552	18629605			thymidine	
1557	18640746	methylene;tetrahydrofolate			
1563	18665326	toluidine blue	MCD		
1564	18665326		MCD		
1582	18618240	T47			
1586	18587601		IPS		
1595	18704264	lactate	LPO		
1601	18577298		TAG;insulin receptor substrate-2	tyrosine	
1602	18577298	phosphoenolpyruvate			
1603	18698132	PC-1			
1607	18614168	tyrosine;Na	Purinergic receptor		
1622	18649000		NDF		
1624	18665390		sgk1		
1625	18665391				TRPC1
1626	18665391		PIP2		TRPC3;TRPC7
1627	18665391		PIP2	phosphatidylinositol 3,4,5-trisphosphate	
1630	18655158	N-methyl-D-aspartate;acetylcholine		tryptophan	
1639	18587580			paclitaxel	
1640	18587580	paclitaxel			
1641	18587580		Stat3		
1650	18663366	serotonin			
1653	18663367				dystrophin;calmodulin
1656	18684212	adrenocorticotropin;IBS			
1657	18684212	IBS			
1659	18626508		PSMA		
1660	18601937	ATP			
1672	18665432	Alizarin Red S			
1701	18703333	MTCC			
